x,y,u,v,T,c,dudx,dudy,dvdx,dvdy,H2,O2,H2O,H,O,OH,HO2,H2O2,N2,omega_H2,omega_O2,omega_H2O,omega_H,omega_O,omega_OH,omega_HO2,omega_H2O2,omega_N2,Le_def
328.8560485839844,10.525060653686523,6.203890800476074,-0.005840346682816744,4.426723480224609,0.8683031178381343,0.024829914115193974,0.143318158723719,-0.019570582100705964,-0.009931896452946728,2.5494580313534243e-07,0.14911490678787231,0.09375383704900742,5.921959367327645e-09,3.4609565773280337e-06,8.601027366239578e-05,2.844869868567912e-07,1.9742755341667362e-07,0.7570410370826721,-1.708838320483815e-05,5.6975986676049026e-05,2.2358157664953233e-06,-2.4140572774840384e-05,-0.00016808348023018607,6.704240840573456e-05,-1.950016539933309e-06,-5.6233421071376034e-06,0.0,0.3000822117393373
329.1914367675781,10.525060653686523,6.213191509246826,-0.01193186268210411,4.458990097045898,0.8764792091246647,0.03077473948555332,0.14052202488527182,-0.016707784639930223,-0.021276041957455267,2.4960294808806793e-07,0.14814116060733795,0.09456245601177216,5.752328391395167e-09,3.408508064239868e-06,8.76220510690473e-05,2.676518704447517e-07,1.8161426851293072e-07,0.7572046518325806,-1.4729521878089455e-05,5.320695785715338e-05,-1.3173458883595369e-05,-2.3873802212587432e-05,-0.00017122748953111238,9.254388879904021e-05,-1.6927310355560483e-06,-5.585697013763557e-06,0.0,0.30022498739162
327.9324035644531,10.580703735351562,6.1945905685424805,0.01665227673947811,4.315486907958984,0.8401166992160113,0.016895239372141747,0.16663131346677057,-0.02735073233836611,0.02855124450384556,2.6786887019625283e-07,0.15250542759895325,0.09111194312572479,6.1650498039966806e-09,3.5016601032111794e-06,7.889791595516726e-05,3.4079650390594907e-07,2.538344006097759e-07,0.7562993764877319,-2.5237858486973827e-05,6.76206890915385e-05,5.5182612535416826e-05,-2.3651234815670622e-05,-0.00015148432166893792,-2.248102514014471e-05,-2.7013957683405216e-06,-5.527926186365073e-06,0.0,0.2996005061020956
328.0249938964844,10.580703735351562,6.196147441864014,0.01413262914866209,4.328258037567139,0.8433527968238487,0.016771225855788136,0.1657759414640099,-0.027060821115181852,0.02441847933528081,2.667176204340649e-07,0.15211451053619385,0.09140698611736298,6.1606191259500065e-09,3.5062278129771585e-06,7.98022301751189e-05,3.3446656289015664e-07,2.472042410772701e-07,0.7563943266868591,-2.4337821239459325e-05,6.656423354693469e-05,4.929521571119305e-05,-2.379570794967964e-05,-0.0001536800372827836,-1.2387494068401553e-05,-2.624564528490993e-06,-5.553511198447619e-06,0.0,0.2996552319308438
328.2305603027344,10.580703735351562,6.199629306793213,0.008658411912620068,4.355701446533203,0.8503067275121162,0.017281918328355416,0.1639113339178176,-0.02613955832159057,0.015412904529720398,2.6413417231196945e-07,0.15127544105052948,0.09204748272895813,6.13655748438191e-09,3.5103917070955504e-06,8.170263754436746e-05,3.2089306500893144e-07,2.3318924036175304e-07,0.7565910220146179,-2.2377986454059895e-05,6.419874467433475e-05,3.647046171086511e-05,-2.4056560351718556e-05,-0.0001582860587458374,9.524107508116681e-06,-2.453502151805364e-06,-5.599497759101605e-06,0.0,0.2997732829848352
328.5206604003906,10.580703735351562,6.204946994781494,0.001328117330558598,4.391796112060547,0.8594528143777722,0.019679182141978193,0.16134078964970106,-0.024303550197142122,0.003294386882042735,2.6033418976112443e-07,0.15017470717430115,0.09290529787540436,6.068809454973234e-09,3.501621449686354e-06,8.407535642618313e-05,3.029952324595797e-07,2.1516812864774693e-07,0.7568316459655762,-1.9759269652671098e-05,6.084492866797602e-05,1.9314889680774525e-05,-2.4266471917723792e-05,-0.00016394617872038947,3.864421157634686e-05,-2.2138001578539976e-06,-5.637589778487958e-06,0.0,0.29992963980356097
328.8560485839844,10.580703735351562,6.212283611297607,-0.006382071878761053,4.429004669189453,0.8688811520746237,0.02434895048394486,0.1583372334798861,-0.02158435922336053,-0.00953284128086402,2.555431137807318e-07,0.14904500544071198,0.09381192177534103,5.942743186437838e-09,3.4699410207394976e-06,8.62837623571977e-05,2.8423372100405686e-07,1.9690453711973532e-07,0.7570526003837585,-1.7032305171248964e-05,5.699574400223366e-05,1.444688422722112e-06,-2.4256574133633088e-05,-0.0001689239499042969,6.865760667142122e-05,-1.9440341535794002e-06,-5.64088244357751e-06,0.0,0.30009242465751934
329.1914367675781,10.580703735351562,6.2214202880859375,-0.013102511875331402,4.4609575271606445,0.8769777394883259,0.03027843362961206,0.15524077436833328,-0.018439134468624715,-0.020793075025539013,2.501596156889718e-07,0.14808101952075958,0.09461367875337601,5.770294908558071e-09,3.416319941607071e-06,8.786332182353362e-05,2.6748085701910895e-07,1.8121214395705465e-07,0.757213294506073,-1.4685710193921261e-05,5.322264755759655e-05,-1.3875755178294136e-05,-2.3974855753503098e-05,-0.00017197993393840464,9.398776278455071e-05,-1.687392496428206e-06,-5.6012918950942985e-06,0.0,0.3002338872167211
327.9324035644531,10.659220695495605,6.208549976348877,0.018892956897616386,4.320986270904541,0.8415101918684844,0.016106968686799006,0.18892739530252578,-0.03083354003144225,0.028525545965341802,2.689531015676039e-07,0.15233567357063293,0.09124276041984558,6.2152678559357355e-09,3.523096665958292e-06,7.951030420372263e-05,3.398347985239525e-07,2.5214899324055295e-07,0.7563376426696777,-2.5094584899527846e-05,6.768496978833457e-05,5.353599444960745e-05,-2.3917741191821414e-05,-0.00015325251495835644,-1.9142347659537952e-05,-2.688341159582364e-06,-5.567194544608743e-06,0.0,0.29962441941908935
328.0249938964844,10.659220695495605,6.210034370422363,0.01605210267007351,4.3335280418396,0.8446881719036314,0.015994573684170274,0.18793522194729545,-0.030514412606440798,0.024477934684001033,2.677923589544662e-07,0.15195190906524658,0.09153322130441666,6.2086780161507704e-09,3.5267653402115684e-06,8.039394015213475e-05,3.3357514439558145e-07,2.456313268339727e-07,0.7564300894737244,-2.4198793697425746e-05,6.66231822717776e-05,4.7681937685271585e-05,-2.405263975721068e-05,-0.0001554027365676907,-9.118984471034603e-06,-2.6119174426550994e-06,-5.591373152395638e-06,0.0,0.299678212469977
328.2305603027344,10.659220695495605,6.213359355926514,0.009877526201307774,4.360493183135986,0.8515209135577855,0.016530061868063002,0.1858043531221458,-0.029492127375595152,0.01564685634092928,2.651834449807211e-07,0.15112780034542084,0.092164047062397,6.180162159807878e-09,3.5290706819068873e-06,8.225029159802943e-05,3.201468814495456e-07,2.3184452402347233e-07,0.7566215395927429,-2.224995975119519e-05,6.424724470031863e-05,3.493618176517293e-05,-2.4293509288047992e-05,-0.0001599099831460215,1.263190278985665e-05,-2.4417532798812214e-06,-5.6345421249414576e-06,0.0,0.29979431241283033
328.5206604003906,10.659220695495605,6.218460559844971,0.0016038090689107776,4.395984172821045,0.8605140340055075,0.018933215456915595,0.1828596097744576,-0.027442626047556137,0.0037380321640974475,2.6133884034607036e-07,0.1500459462404251,0.09300940483808517,6.106893657431556e-09,3.517992581691942e-06,8.456558862235397e-05,3.0242711090977537e-07,2.1409582018350193e-07,0.7568557858467102,-1.964908823741206e-05,6.088252518292458e-05,1.7906745339607962e-05,-2.4476885892035172e-05,-0.0001654302253294339,4.1502643536683845e-05,-2.203142063666591e-06,-5.668964892686943e-06,0.0,0.29994819192321276
328.8560485839844,10.659220695495605,6.225544452667236,-0.007106293458491564,4.432598114013672,0.8697917009889597,0.023585896414606122,0.1794258890419549,-0.024395599964021894,-0.008901338298731985,2.564875387633947e-07,0.14893482625484467,0.09390342980623245,5.975461903062751e-09,3.4840711577999173e-06,8.67151320562698e-05,2.838328043708316e-07,1.9608120283010066e-07,0.757070779800415,-1.694329521998098e-05,5.702447628035416e-05,1.8533340837742897e-07,-2.443976090290844e-05,-0.00017025542838452443,7.122749423147472e-05,-1.934542110676855e-06,-5.668633797341149e-06,0.0,0.30010851570277736
329.1914367675781,10.659220695495605,6.234421253204346,-0.014705799520015717,4.4640583992004395,0.877763474571915,0.02949110904116764,0.17589884204864287,-0.020862350591818596,-0.02003042622873534,2.510394381260994e-07,0.14798618853092194,0.09469442069530487,5.798596269812606e-09,3.428614718359313e-06,8.824402902973816e-05,2.6720965706772404e-07,1.805783114150472e-07,0.7572270035743713,-1.4616270632633715e-05,5.324585115626309e-05,-1.4989075110784967e-05,-2.4134070709090285e-05,-0.00017316848535986376,9.627540107455915e-05,-1.6789040378051144e-06,-5.625867420413208e-06,0.0,0.3002479161702365
327.9324035644531,10.75,6.226865291595459,0.021481726318597794,4.3281426429748535,0.8433235567976718,0.015046310527349508,0.21455878784053675,-0.034763159975399575,0.0285123857846283,2.7038208827434573e-07,0.1521146148443222,0.09141318500041962,6.2805760592254956e-09,3.5509297049429733e-06,8.031015750020742e-05,3.3857492098832154e-07,2.4996091951834387e-07,0.75638747215271,-2.4904204723534963e-05,6.775996517264314e-05,5.134579606559354e-05,-2.42659822687858e-05,-0.0001555773168687434,-1.4708708242001674e-05,-2.6712091268051186e-06,-5.618641523262289e-06,0.0,0.2996555547227494
328.0249938964844,10.75,6.22825288772583,0.018278295174241066,4.340388774871826,0.8464266243690597,0.014962741216918634,0.2134220367760861,-0.03441457231259152,0.024573667739973437,2.692079590360663e-07,0.15174010396003723,0.09169773012399673,6.271200447827141e-09,3.5534412745619193e-06,8.116690878523514e-05,3.324072395116673e-07,2.4358843120353413e-07,0.7564765810966492,-2.401430996223119e-05,6.669166459851674e-05,4.5536540888404194e-05,-2.4388708546422907e-05,-0.0001576688074380727,-4.7783891789306175e-06,-2.5953093414418677e-06,-5.641027392775311e-06,0.0,0.29970814526988004
328.2305603027344,10.75,6.231369972229004,0.01131200697273016,4.366735935211182,0.8531027748086464,0.015533570144546096,0.21096916592321371,-0.03328583628490659,0.015965828314159963,2.665638589860464e-07,0.1509353369474411,0.09231602400541306,6.236933192127481e-09,3.5533521440811455e-06,8.296594023704529e-05,3.19168862006336e-07,2.3009627625469875e-07,0.7566612958908081,-2.2080542208601055e-05,6.430341795036577e-05,3.290052976718347e-05,-2.4603542691756816e-05,-0.00016204465597359854,1.6750811989114246e-05,-2.4262772689084726e-06,-5.680483572806884e-06,0.0,0.2998217217767039
328.5206604003906,10.75,6.236184120178223,0.001969218021258712,4.401446342468262,0.8618981021867337,0.017944885436900423,0.20758872848958557,-0.031004944912993486,0.0043259754282109816,2.6265888664056547e-07,0.1498779058456421,0.09314525872468948,6.1565259557028185e-09,3.539297040333622e-06,8.5206535004545e-05,3.016817231582536e-07,2.1269960370773333e-07,0.7568873167037964,-1.95036202986338e-05,6.092610551957095e-05,1.6041843749497094e-05,-2.4752193414931602e-05,-0.0001673806940322288,4.5285083993783524e-05,-2.1891072696152076e-06,-5.7101151054816515e-06,0.0,0.2999723969698902
328.8560485839844,10.75,6.242933750152588,-0.007877501659095287,4.437289237976074,0.87098039263164,0.022577587165175595,0.20365681726281662,-0.027596771305934454,-0.008071796179528868,2.5772720846362063e-07,0.1487908810377121,0.09402292966842651,6.01814553746749e-09,3.502480240058503e-06,8.72794262249954e-05,2.8330580903457303e-07,1.95007231695854e-07,0.75709468126297,-1.682599484978705e-05,5.705821043354573e-05,-1.4765538438010644e-06,-2.467904918202999e-05,-0.0001720020412136113,7.461595354404528e-05,-1.9219723788852764e-06,-5.704917297976892e-06,0.0,0.3001295276847405
329.1914367675781,10.75,6.251467227935791,-0.01647976040840149,4.468111038208008,0.8787903794581865,0.02845186608157878,0.19962024072601398,-0.023631777088719778,-0.019031796818726247,2.521935300592304e-07,0.14786215126514435,0.0947999432682991,5.835549821142649e-09,3.4446479730831925e-06,8.87423157109879e-05,2.668522256499273e-07,1.7975004595882638e-07,0.7572450041770935,-1.4524665025561626e-05,5.327289864808208e-05,-1.6459672711885294e-05,-2.434259598039903e-05,-0.0001747297288567171,9.929511431862182e-05,-1.667667182854663e-06,-5.6580878402371235e-06,0.0,0.3002662540097841
327.9324035644531,10.840779304504395,6.247499942779541,0.024070389568805695,4.336126804351807,0.8453466766253845,0.013852235100371254,0.24002197058973068,-0.038578528263948066,0.028524408539706975,2.720003919876035e-07,0.1518678069114685,0.0916035920381546,6.353378712020685e-09,3.5818968626699643e-06,8.120645361486822e-05,3.3715872405082337e-07,2.4752705485298065e-07,0.7564429640769958,-2.4686603319686128e-05,6.783186356804396e-05,4.8838698126916074e-05,-2.4656686258721978e-05,-0.0001582030925882566,-9.642700782566352e-06,-2.65182931900944e-06,-5.676486627081058e-06,0.0,0.29969031533717755
328.0249938964844,10.840779304504395,6.248777866363525,0.020514726638793945,4.34804630279541,0.848366978006974,0.013787981923393478,0.23873814174112448,-0.038205559916807276,0.02470449249756931,2.7080997710982047e-07,0.15150350332260132,0.09188157320022583,6.340927338754909e-09,3.583134457585402e-06,8.203324250644073e-05,3.310942418011109e-07,2.4131492182277725e-07,0.7565284371376038,-2.380385494401789e-05,6.675741010113808e-05,4.308517555325611e-05,-2.4765574135881924e-05,-0.0001602263936147679,1.731651011967808e-07,-2.576535058169828e-06,-5.696848562810743e-06,0.0,0.2997415757051569
328.2305603027344,10.840779304504395,6.251657485961914,0.01277795247733593,4.3737101554870605,0.8548699839940338,0.014395111698290775,0.2359616292051097,-0.03698235179868155,0.01634070697781771,2.6812389819497184e-07,0.15072014927864075,0.09248598664999008,6.300302946016245e-09,3.5804071103484603e-06,8.376836194656789e-05,3.180686860559945e-07,2.2814826650119358e-07,0.7567057013511658,-2.1887839110929445e-05,6.435729596742954e-05,3.057848980912518e-05,-2.4951169115304594e-05,-0.00016445421448581284,2.1442850632113862e-05,-2.4087349770844988e-06,-5.732123968058133e-06,0.0,0.29985236062074705
328.5206604003906,10.840779304504395,6.2561445236206055,0.002391700865700841,4.407556056976318,0.863446252828903,0.016820852205240083,0.23213255817864564,-0.03448803416920177,0.004995649854642722,2.641485252752318e-07,0.14968977868556976,0.0932973250746727,6.211993142102301e-09,3.563065320122405e-06,8.592561061959714e-05,3.008422027050983e-07,2.111409713734247e-07,0.7569226026535034,-1.93385791652763e-05,6.0967794694941405e-05,1.3918824378290339e-05,-2.5061074831412554e-05,-0.00016958183098376872,4.9586492647609145e-05,-2.173167189788953e-06,-5.7563705262178675e-06,0.0,0.2999994845214221
328.8560485839844,10.840779304504395,6.262514114379883,-0.0085685970261693,4.442543983459473,0.8723119012616802,0.02143148167811494,0.22768975680182932,-0.03073970328368046,-0.007136487672121486,2.59124533386057e-07,0.14862950146198273,0.09415681660175323,6.0659055556300245e-09,3.5230457342549926e-06,8.791295113041997e-05,2.8271091423448524e-07,1.9380567550797423e-07,0.7571215033531189,-1.6693035944528544e-05,5.7090314695865745e-05,-3.366455713603727e-06,-2.494792278084652e-05,-0.00017397339005937115,7.846614284464768e-05,-1.9076897158676536e-06,-5.745773515834489e-06,0.0,0.3001530711772873
329.1914367675781,10.840779304504395,6.270658016204834,-0.018157456070184708,4.472655773162842,0.8799419773486505,0.02727518758777013,0.22314262030660817,-0.02636285079688358,-0.017909898039836916,2.5349342536173936e-07,0.14772292971611023,0.09491827338933945,5.876941600035934e-09,3.4625811622390756e-06,8.93020915100351e-05,2.664474720859289e-07,1.7882138081404264e-07,0.7572653293609619,-1.4420836776724375e-05,5.329907880336584e-05,-1.8129948982715864e-05,-2.4576725470528008e-05,-0.0001764916244787424,0.0001027218448989423,-1.6548811346819534e-06,-5.694333387425915e-06,0.0,0.30028682195768863
327.9324035644531,10.919296264648438,6.267204761505127,0.026311278343200684,4.343674659729004,0.8472592401557754,0.012686673963684374,0.26187208146339946,-0.04177928065643485,0.02856028692203266,2.7355349629942793e-07,0.15163426101207733,0.09178385883569717,6.4221428175414985e-09,3.611089368860121e-06,8.205762424040586e-05,3.3581025604689785e-07,2.4523353658878477e-07,0.7564953565597534,-2.4475972861743664e-05,6.788911681297482e-05,4.641030072303282e-05,-2.502748990390647e-05,-0.00016071411173566375,-4.744910186462497e-06,-2.633256794646916e-06,-5.731499418781212e-06,0.0,0.29972320042820016
328.0249938964844,10.919296264648438,6.268376350402832,0.022459959611296654,4.355288982391357,0.8502022125425168,0.01265417753286949,0.2604489718620902,-0.041389421694794225,0.02485024382586991,2.723463694564998e-07,0.1512795388698578,0.09205568581819534,6.4068155225527335e-09,3.611139618442394e-06,8.28561169328168e-05,3.298437718513014e-07,2.391712996541173e-07,0.7565774321556091,-2.360040975332864e-05,6.680933188400777e-05,4.071030193389207e-05,-2.5123668457793502e-05,-0.00016267432861171482,4.962412199780223e-06,-2.5585211868594595e-06,-5.750003458127054e-06,0.0,0.299773216337232
328.2305603027344,10.919296264648438,6.271027088165283,0.014075280167162418,4.380312442779541,0.85654294846695,0.013296448725123786,0.25739215076264405,-0.0400947225378599,0.01671262998269111,2.6961808430314704e-07,0.15051624178886414,0.09264706820249557,6.360240334402079e-09,3.6059491321793757e-06,8.453086047666147e-05,3.170202376168163e-07,2.2630921137078985e-07,0.7567477226257324,-2.1702143974198137e-05,6.439991209254505e-05,2.8336340580498002e-05,-2.528126782795549e-05,-0.00016675717240380688,2.5967221865464894e-05,-2.391866977137005e-06,-5.7812401364860586e-06,0.0,0.2998813840305678
328.5206604003906,10.919296264648438,6.275197982788086,0.0028088924009352922,4.413347244262695,0.8649136913326996,0.015734921161014413,0.2531689480675371,-0.037431304274610847,0.005641462288181509,2.655732487255591e-07,0.14951129257678986,0.09344157576560974,6.264520457932576e-09,3.585534386729705e-06,8.660933235660195e-05,3.0004102313796466e-07,2.0966668046185077e-07,0.756956160068512,-1.917994521827357e-05,6.100072604735011e-05,1.1873759251404657e-05,-2.5354430949766183e-05,-0.00017168421976149396,5.3725307297102076e-05,-2.1577944681149396e-06,-5.800354972741557e-06,0.0,0.3000251726476087
328.8560485839844,10.919296264648438,6.281201362609863,-0.009094365872442722,4.447531700134277,0.8735757470212284,0.020329391628954797,0.24828520685424718,-0.033406928349581665,-0.006243022765588113,2.6045947265629366e-07,0.14847618341445923,0.09428395330905914,6.111190664626065e-09,3.542514377841144e-06,8.851574239088222e-05,2.82141940033398e-07,1.9266654760485835e-07,0.7571470737457275,-1.6565372812467822e-05,5.7115698276135276e-05,-5.186350803010866e-06,-2.5203476228769577e-05,-0.000175858059399168,8.217015086269778e-05,-1.89390980981864e-06,-5.784658796576083e-06,0.0,0.30017542645106277
327.9324035644531,10.974939346313477,6.2822041511535645,0.02790156565606594,4.349371910095215,0.8487028758283454,0.011794651062769685,0.27724150335537734,-0.043988692037858,0.028602499120144648,2.7474052899378876e-07,0.15145787596702576,0.09192008525133133,6.473997782308061e-09,3.6330677630758146e-06,8.270249963970855e-05,3.3478673344689014e-07,2.435075430184952e-07,0.7565348148345947,-2.4313798498843123e-05,6.792494346088668e-05,4.453611176322958e-05,-2.5308824455756838e-05,-0.0001626311047269915,-9.700343855144138e-07,-2.619091884995332e-06,-5.773337901253167e-06,0.0,0.2997480371066368
328.0249938964844,10.974939346313477,6.283294200897217,0.023846061900258064,4.360757827758789,0.8515879722955052,0.011783445271611468,0.2757367789618917,-0.043589331871380914,0.024973889113791174,2.735199871040095e-07,0.15111032128334045,0.09218730032444,6.4565206514544116e-09,3.6322321648185607e-06,8.34796519484371e-05,3.2889440149119764e-07,2.375573586732571e-07,0.7566144466400146,-2.344397439974246e-05,6.68416342736519e-05,3.8879364461606286e-05,-2.5395392916555456e-05,-0.00016454249789347398,8.650212725302739e-06,-2.5447479082639356e-06,-5.790426012105498e-06,0.0,0.2997971208853396
328.2305603027344,10.974939346313477,6.285768985748291,0.015013221651315689,4.38530158996582,0.8578071567061616,0.01245184912766164,0.27246961143513515,-0.04224993058600338,0.01700409119691559,2.7075824959865713e-07,0.1503620594739914,0.09276890009641647,6.40549258079659e-09,3.625203362389584e-06,8.51088625495322e-05,3.162237760534481e-07,2.2492299933674076e-07,0.7567794919013977,-2.1559720420803997e-05,6.442646430145363e-05,2.6611695123851637e-05,-2.5531577505549146e-05,-0.00016851330166787256,2.944368414553359e-05,-2.3789501583402407e-06,-5.818552943869727e-06,0.0,0.2999033269194517
328.5206604003906,10.974939346313477,6.289697170257568,0.0031364343594759703,4.417728900909424,0.8660239665415418,0.014902415956940755,0.267968066394441,-0.03947575588512937,0.006136710804344919,2.6665915697776654e-07,0.14937616884708405,0.09355077147483826,6.304219812847123e-09,3.6024914606969105e-06,8.712789713172242e-05,2.994316616877768e-07,2.0855357263371843e-07,0.7569815516471863,-1.9058427689603543e-05,6.102075503323699e-05,1.0299186334978255e-05,-2.557739884165209e-05,-0.0001732905462526509,5.6909693460683415e-05,-2.1460316997040243e-06,-5.833890105038353e-06,0.0,0.3000446155949977
328.8560485839844,10.974939346313477,6.295420169830322,-0.00942300632596016,4.451309680938721,0.8745330558121367,0.019486535139519433,0.26277187657004486,-0.03526650176801221,-0.005562999240315609,2.6147597509407206e-07,0.1483599692583084,0.09438026696443558,6.145453923522837e-09,3.5572240904002683e-06,8.897320367395878e-05,2.817083100126183e-07,1.9180481558578322e-07,0.7571665048599243,-1.6467667503456493e-05,5.71311603836446e-05,-6.58376997283793e-06,-2.539773583476438e-05,-0.00017729582554438757,8.501250958415081e-05,-1.883336037416935e-06,-5.814281379690317e-06,0.0,0.3001923634053501
327.9324035644531,11.0,6.289238452911377,0.02861865796148777,4.352029323577881,0.8493762422162959,0.011379388072950792,0.2841389652898033,-0.044967310257253014,0.028626591940326726,2.7529858925845474e-07,0.15137556195259094,0.09198368340730667,6.498172666624669e-09,3.643303216449567e-06,8.300402987515554e-05,3.3430765711273125e-07,2.427039760277694e-07,0.7565532326698303,-2.423724364888361e-05,6.793959275099212e-05,4.3651478789862025e-05,-2.5440353048075245e-05,-0.00016353014004008765,8.100872607446242e-07,-2.612407017876997e-06,-5.792898738374606e-06,0.0,0.2997596267753462
